Zone,Quest,AP,Type,Sample,Bronze Material,,,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,,,,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
Shimousa,Battlefield,21,Free,3743,,48.4,,66.3,,,,,,,,,,,,,,,,,,,,,,,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.1,,,,,,,,122.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,36.9,"1,012.20",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.1,46.1,47.95,48.48,47.18,48.48,50.33,50.33,
Shimousa,Toke Castle,21,Free,1120,,,,65.7,,,,,,,,,,,,,,,,,,,,,,,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,199.3,,,,,,,,,,,,,,,,,,77.6,,,,,,,,,,534.5,,,,,,,,,,,,,,,,,,,,,,80.3,,,,,103.6,,,,,490,,,,,37.86,"1,070.90",507.6,40.24,42.62,38.57,41.62,45.43,44,46.38,47.81,43.52,39.71,45.43,45.9,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Shimousa,Rear Mountain (Nameless Sacred Mountain),21,Free,10158,,,,65.3,,,,,,,,,,,,,,80.2,,,,,,,,,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,,,,,,235.5,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,83.2,,,,,,,,,37.86,"1,070.90",507.6,40.24,42.62,38.57,41.62,45.43,44,46.38,47.81,43.52,39.71,45.43,45.9,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Shimousa,Arakawa Field,21,Free,16891,,,,66.5,,,,,,,,,,,,,,,,,,,,,,,91.2,,,,,,,,,,,,,,,,,,,,,,,,,157.4,,,,,,,,,,,,,,,,,,,74.1,,,,,,,,,,,,,,587.1,,,,,,,,,,,,,,,,,,81,,,105.9,,,,,,,,,,,423.8,38.81,"1,131.00",520,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Shimousa,Rear (Trembling in Fear),21,Free,3910,,,,,,,,,,,,,,,,,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.9,,,,,,,,,,,,,47.1,,,,,,,,,,,,,,,,443.8,,,,,,,,,,,,,,,,,,,,,,,,67.1,,,,,,,,528.6,,38.81,"1,131.00",520,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Salem,Quiet Forest,20,Free,3659,,,,,,,,,,,,,,,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.75,944.4,494,39.25,41.75,37.45,40.4,44.1,42.9,45.4,46.6,42.25,38.55,44.1,44.75,43.55,46.6,45.9,45.9,47.75,48.4,47.24,48.4,50.25,50.25,
Salem,Carter Residence,20,Free,17287,,,,,,,,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,442.1,,,,,,,,,,,,,,,,,,,,,,,,,80.5,,,,,,,407.1,,,36.75,944.4,494,39.25,41.75,37.45,40.4,44.1,42.9,45.4,46.6,42.25,38.55,44.1,44.75,43.55,46.6,45.9,45.9,47.75,48.4,47.24,48.4,50.25,50.25,
Salem,Town Hall,21,Free,13725,,,,,,,,,,,,,,,,,,,,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,35.95,955,482.9,38.33,40.71,36.67,39.52,43.14,41.9,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.9,44.9,46.71,47.29,46.08,47.29,49.1,49.1,
Salem,Wharf,21,Free,2848,,,,,47.4,,,,,,,,,,,,,,,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,,,,,,,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.9,,,,,,,,,,,35.95,955,482.9,38.33,40.71,36.67,39.52,43.14,41.9,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.9,44.9,46.71,47.29,46.08,47.29,49.1,49.1,
Salem,Whateley Residence,21,Free,13256,,,,,,,,,,,,,,,,,,,,,,,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,,,,,,,,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.1,,,,,,,,,,,,,36.9,"1,012.20",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.1,46.1,47.95,48.48,47.18,48.48,50.33,50.33,
Salem,Isolated Mansion,21,Free,1859,,,,,46.7,,,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.7,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.4,,,,,,,,,36.9,"1,012.20",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.1,46.1,47.95,48.48,47.18,48.48,50.33,50.33,
Salem,Gallows Hill,21,Free,22069,,,,,,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.7,360.9,,,,,,,,,37.86,"1,070.90",507.6,40.24,42.62,38.57,41.62,45.43,44,46.38,47.81,43.52,39.71,45.43,45.9,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Salem,Meadow,21,Free,4451,,,,,,,,46.7,,,,,,,,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,,,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.5,,,,,,,,,37.86,"1,070.90",507.6,40.24,42.62,38.57,41.62,45.43,44,46.38,47.81,43.52,39.71,45.43,45.9,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Salem,Empty House,21,Free,4882,,,,,,,,46.6,,,,,,,,,,,,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7,,,,,,125.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.7,,,,,,,,,,,38.81,"1,131.00",520,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Salem,Hideout,21,Free,1431,,,,,,,,,,,,,,,,42.1,,,,131.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9,,,,,,,,,119.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.7,,,,,,,,,,,38.81,"1,131.00",520,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Salem,Jail,21,Free,8918,,,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2,,,,,,,,,,,,,,45.8,,,,,,,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.3,,,,,,,,,,,38.81,"1,131.00",520,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Anastasia,Anchor Point,20,Free,1037,,,,,,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,44.6,,,,,,,,218.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.8,,,,,,,,,,,,,36.75,944.4,494,39.25,41.75,37.45,40.4,44.1,42.9,45.4,46.6,42.25,38.55,44.1,44.75,43.55,46.6,45.9,45.9,47.75,48.4,47.24,48.4,50.25,50.25,
Anastasia,Yaga Smolensk,20,Free,30161,,,,,,,,,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9,,,,,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.2,,,,,,,,,,,,,,,36.75,944.4,494,39.25,41.75,37.45,40.4,44.1,42.9,45.4,46.6,42.25,38.55,44.1,44.75,43.55,46.6,45.9,45.9,47.75,48.4,47.24,48.4,50.25,50.25,
Anastasia,Icy Cavern,20,Free,1907,,,,,,46.2,,,,,,,,,,,,,,,,,,,,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6,,,,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.7,,,,,,,,,,,,,36.75,944.4,494,39.25,41.75,37.45,40.4,44.1,42.9,45.4,46.6,42.25,38.55,44.1,44.75,43.55,46.6,45.9,45.9,47.75,48.4,47.24,48.4,50.25,50.25,
Anastasia,Rebel Stronghold,21,Free,11426,,,,,,,,,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1,,,,,,,,,,,,,,,,,46.8,,,,,,,,,,243.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.2,,,,,,,,,,,,,35.95,955,482.9,38.33,40.71,36.67,39.52,43.14,41.9,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.9,44.9,46.71,47.29,46.08,47.29,49.1,49.1,
Anastasia,Yaga Sychyovka,21,Free,1533,,,,,,,,,46.9,,,,,,,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,442.8,,,,,,,,,,,,,,35.95,955,482.9,38.33,40.71,36.67,39.52,43.14,41.9,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.9,44.9,46.71,47.29,46.08,47.29,49.1,49.1,
Anastasia,Burned Village,21,Free,19547,,,,,,,,,46,,,,,,,,,,,,,,,,,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5,,,,,,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.1,,,,,,,,,,,,,,,35.95,955,482.9,38.33,40.71,36.67,39.52,43.14,41.9,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.9,44.9,46.71,47.29,46.08,47.29,49.1,49.1,
Anastasia,Yaga Vyazma,21,Free,12979,,,,,,48.3,,,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7,,,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.8,,,,,,,,,,36.9,"1,012.20",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.1,46.1,47.95,48.48,47.18,48.48,50.33,50.33,
Anastasia,Yaga Demensk,21,Free,93994,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,98.7,,,,,,,,,,,,,,,,,,,,,,,,,,,239.6,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.2,,,52.9,,,,,,,,,,36.9,"1,012.20",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.1,46.1,47.95,48.48,47.18,48.48,50.33,50.33,
Anastasia,Yaga Tula,21,Free,4017,,,,67.5,,,,,62.1,,,,,,,,,,,,,,,,,,,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7,,,,,,,,,,36.9,"1,012.20",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.1,46.1,47.95,48.48,47.18,48.48,50.33,50.33,
Anastasia,Crushed Village,21,Free,7957,,,,,,,,,,,,,,,,,,,,,,,,,,73.1,,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2,,,,,,,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8,,,,,,,,,,37.86,"1,070.90",507.6,40.24,42.62,38.57,41.62,45.43,44,46.38,47.81,43.52,39.71,45.43,45.9,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Anastasia,Yaga Moscow,21,Free,98048,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,,,,,,,,,,37.86,"1,070.90",507.6,40.24,42.62,38.57,41.62,45.43,44,46.38,47.81,43.52,39.71,45.43,45.9,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Anastasia,Strath Stronghold,21,Free,1107,,,,64.2,,,,,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.1,,,,,,,,,,,,,,,61.5,,,,,,,,,,,,,,,,407.8,,,,,,,,,,,,,,,,,,,,,,,,121.9,,,,,,,,385.2,,37.86,"1,070.90",507.6,40.24,42.62,38.57,41.62,45.43,44,46.38,47.81,43.52,39.71,45.43,45.9,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Anastasia,Base ot Great Tree,21,Free,1470,,,,64.9,,60.5,,,,,,,,,,,,,,,,,,,,,,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,101.6,,,,,,,,,,38.81,"1,131.00",520,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Anastasia,Yaga Ryazan,21,Free,10280,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4,,,,,,,,,,,,,,100.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6,,,,,,,,,569.6,,,,,,,,,,,,,,,,,,,,,,,60.7,412.6,,,,,,,,,38.81,"1,131.00",520,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Gotterdammerung,Landing Point,20,Free,1003,,,,61.9,,,,,,,,,,,,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.4,,,,,,,,,,,,,,,,,38.1,,,,,,,,230.6,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,,,,,55.3,,,,,,,,,,36.75,944.4,494,39.25,41.75,37.45,40.4,44.1,42.9,45.4,46.6,42.25,38.55,44.1,44.75,43.55,46.6,45.9,45.9,47.75,48.4,47.24,48.4,50.25,50.25,
Gotterdammerung,Thin Ice Hill,20,Free,1456,,,,,,,,,,,,,,,,73.5,,,,,,,,,,,,,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9,,,,,,,,,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5,,,,,,,,,,36.75,944.4,494,39.25,41.75,37.45,40.4,44.1,42.9,45.4,46.6,42.25,38.55,44.1,44.75,43.55,46.6,45.9,45.9,47.75,48.4,47.24,48.4,50.25,50.25,
Gotterdammerung,Giant's Flower Garden,20,Free,8230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.1,,,,,,,,,36.75,944.4,494,39.25,41.75,37.45,40.4,44.1,42.9,45.4,46.6,42.25,38.55,44.1,44.75,43.55,46.6,45.9,45.9,47.75,48.4,47.24,48.4,50.25,50.25,
Gotterdammerung,Village 23,21,Free,1528,,,,,,,,,,,,,,,,75.7,,,,,,,,,,,,,,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.9,,,,,,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.8,,102.2,,,,,,,,,,35.95,955,482.9,38.33,40.71,36.67,39.52,43.14,41.9,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.9,44.9,46.71,47.29,46.08,47.29,49.1,49.1,
Gotterdammerung,Hero's Lair,21,Free,5832,,,,,,,,,,,,,,,,,,73.6,,,,,,,,,,,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1,,,,,,,,369.2,,,,,,,,,,,,,,,,,,,,,,,,147.9,,,,,,,,,35.95,955,482.9,38.33,40.71,36.67,39.52,43.14,41.9,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.9,44.9,46.71,47.29,46.08,47.29,49.1,49.1,
Gotterdammerung,Castle of Snow and Ice,21,Free,10525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3,,,,,,,,,,,,36.9,"1,012.20",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.1,46.1,47.95,48.48,47.18,48.48,50.33,50.33,
Gotterdammerung,Road to the End,21,Free,14330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9,,,,,,,,,,,,,,,,,,,,,,108.7,,,,,,,,,,,,,,,,,,,,,,,,,235.5,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.9,87.1,,,,,,,,,36.9,"1,012.20",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.1,46.1,47.95,48.48,47.18,48.48,50.33,50.33,
Gotterdammerung,Flaming Mansion,21,Free,2996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.8,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,,,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.3,,,113.6,,,,,,,,,37.86,"1,070.90",507.6,40.24,42.62,38.57,41.62,45.43,44,46.38,47.81,43.52,39.71,45.43,45.9,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Gotterdammerung,Village 67,21,Free,3167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.8,,,,,,,,,,,,,,,,,,,,,106.4,,,,,,,,,,,,,,,,,,,,,,,52.6,,233.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3,,467.8,,,,,,,,,,37.86,"1,070.90",507.6,40.24,42.62,38.57,41.62,45.43,44,46.38,47.81,43.52,39.71,45.43,45.9,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Gotterdammerung,North Boundary,21,Free,2771,,,,66.6,,,,,,,,,,,,,,,,,,,,,,,,,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.6,,,,67.5,,,,,,,,,38.81,"1,131.00",520,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Gotterdammerung,Forgotten Shrine,21,Free,5642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.6,,,,,,,,,,,,,,,154.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,430.8,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6,,,,,452.4,,,,,,,38.81,"1,131.00",520,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
SIN,Seeding Point,20,Free,1026,,,,,,45.4,,,,,,,,,,,,,,,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.75,944.4,494,39.25,41.75,37.45,40.4,44.1,42.9,45.4,46.6,42.25,38.55,44.1,44.75,43.55,46.6,45.9,45.9,47.75,48.4,47.24,48.4,50.25,50.25,
SIN,Neighboring Village,20,Free,1260,,,,,,45.3,,,,,,,,,,,,,,,,,,,,,,,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3,,,,,,,,,,,,108.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2,,,,,,,,,,,,,36.75,944.4,494,39.25,41.75,37.45,40.4,44.1,42.9,45.4,46.6,42.25,38.55,44.1,44.75,43.55,46.6,45.9,45.9,47.75,48.4,47.24,48.4,50.25,50.25,
SIN,Icy Cave,20,Free,1034,,,,,,,,,,,,,,,,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.3,,,,,,,,,,,,,,,52.2,,,,,,,,,,,,,,,,477.9,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,350.9,,36.75,944.4,494,39.25,41.75,37.45,40.4,44.1,42.9,45.4,46.6,42.25,38.55,44.1,44.75,43.55,46.6,45.9,45.9,47.75,48.4,47.24,48.4,50.25,50.25,
SIN,Akuta's Camp,21,Free,1010,,,,68,,,,,,,,,,,,,,,,,99.6,,,,,,,,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,,,,,,124,,,,,,,,,35.95,955,482.9,38.33,40.71,36.67,39.52,43.14,41.9,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.9,44.9,46.71,47.29,46.08,47.29,49.1,49.1,
SIN,Jingyang Field,21,Free,1739,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,88.6,,,,,,,,,,,,,,,,,,,,,,,,,108.7,,,,,,,,,,,,,,,,,,192.2,,,,,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,211.4,,,,,103,,,,,,,,,35.95,955,482.9,38.33,40.71,36.67,39.52,43.14,41.9,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.9,44.9,46.71,47.29,46.08,47.29,49.1,49.1,
SIN,Shanyang Hill,21,Free,1100,,,,65.8,,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.6,,,,,,,,,,,79.4,,,,,,,183.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.9,85.3,107.4,,,,,,,,,,,,36.9,"1,012.20",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.1,46.1,47.95,48.48,47.18,48.48,50.33,50.33,
SIN,Prison Camp,21,Free,36305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.8,,,,,,,,,,,,,,,,,,,,,,,93.4,,,,,,,,,,,,,,,,,,120,,,,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.9,,,,105.7,,,,,,,,,,36.9,"1,012.20",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.1,46.1,47.95,48.48,47.18,48.48,50.33,50.33,
SIN,Shiquan Canyon,21,Free,1448,,,,,,,,,,,,,,,,,,,,,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.6,,,,,,,,,,,,77.8,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.4,,,,,,,,,,,,,,37.86,"1,070.90",507.6,40.24,42.62,38.57,41.62,45.43,44,46.38,47.81,43.52,39.71,45.43,45.9,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
SIN,Daping Yu,21,Free,3090,,,,,,,,,,,,,,,,,,,,,60.8,,,,,,,,,,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.4,,,,,,,,,,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5,,,,,,,,,,37.86,"1,070.90",507.6,40.24,42.62,38.57,41.62,45.43,44,46.38,47.81,43.52,39.71,45.43,45.9,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
SIN,Xianyang,21,Free,7377,,,,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,127.2,,,,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.7,114.4,,,83.4,,,,,,,,,,38.81,"1,131.00",520,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
SIN,Ba Men Cave,21,Free,47323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3,,,,,,,,,,38.81,"1,131.00",520,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
